Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,T.J. McFarland (13361522),T.J. McFarland,13361522,P,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,1.65
RP,Brad Goldberg (13361523),Brad Goldberg,13361523,P,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,0
RP,Kevin Ginkel (13361529),Kevin Ginkel,13361529,P,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,3.85
RP,Ben Bowden (13361417),Ben Bowden,13361417,P,4000,NYM@COL 09/16/2019 08:40PM ET,COL,0
RP,Eric Hanhold (13361429),Eric Hanhold,13361429,P,4000,NYM@COL 09/16/2019 08:40PM ET,NYM,0
RP,Justin Lawrence (13361437),Justin Lawrence,13361437,P,4000,NYM@COL 09/16/2019 08:40PM ET,COL,0
RP,Seth Lugo (13361455),Seth Lugo,13361455,P,4000,NYM@COL 09/16/2019 08:40PM ET,NYM,5.25
RP,Edwin Diaz (13361462),Edwin Diaz,13361462,P,4000,NYM@COL 09/16/2019 08:40PM ET,NYM,3.23
RP,Joe Harvey (13361473),Joe Harvey,13361473,P,4000,NYM@COL 09/16/2019 08:40PM ET,COL,2.69
RP,Rayan Gonzalez (13361484),Rayan Gonzalez,13361484,P,4000,NYM@COL 09/16/2019 08:40PM ET,COL,0
RP,Donnie Hart (13361485),Donnie Hart,13361485,P,4000,NYM@COL 09/16/2019 08:40PM ET,NYM,3.69
RP,Jairo Diaz (13361497),Jairo Diaz,13361497,P,4000,NYM@COL 09/16/2019 08:40PM ET,COL,3.32
RP,Jake McGee (13361499),Jake McGee,13361499,P,4000,NYM@COL 09/16/2019 08:40PM ET,COL,2
RP,Brad Brach (13361502),Brad Brach,13361502,P,4000,NYM@COL 09/16/2019 08:40PM ET,NYM,2.30
RP,Jeurys Familia (13361503),Jeurys Familia,13361503,P,4000,NYM@COL 09/16/2019 08:40PM ET,NYM,2.10
RP,Sam Howard (13361507),Sam Howard,13361507,P,4000,NYM@COL 09/16/2019 08:40PM ET,COL,2.53
RP,Wes Parsons (13361514),Wes Parsons,13361514,P,4000,NYM@COL 09/16/2019 08:40PM ET,COL,1.71
RP,Bryan Shaw (13361536),Bryan Shaw,13361536,P,4000,NYM@COL 09/16/2019 08:40PM ET,COL,1.99
RP,Phillip Diehl (13361541),Phillip Diehl,13361541,P,4000,NYM@COL 09/16/2019 08:40PM ET,COL,-2.1
RP,Chris Mazza (13361542),Chris Mazza,13361542,P,4000,NYM@COL 09/16/2019 08:40PM ET,NYM,1.53
RP,Brooks Pounders (13361543),Brooks Pounders,13361543,P,4000,NYM@COL 09/16/2019 08:40PM ET,NYM,1.9
1B,Paul Goldschmidt (13360674),Paul Goldschmidt,13360674,1B,4000,WAS@STL 09/16/2019 07:45PM ET,STL,8.05
OF,Adam Eaton (13360677),Adam Eaton,13360677,OF,4000,WAS@STL 09/16/2019 07:45PM ET,WAS,8.04
RP,Sammy Solis (13361399),Sammy Solis,13361399,P,4000,WAS@STL 09/16/2019 07:45PM ET,WAS,0
RP,J.J. Hoover (13361400),J.J. Hoover,13361400,P,4000,WAS@STL 09/16/2019 07:45PM ET,WAS,0
RP,Tommy Layne (13361401),Tommy Layne,13361401,P,4000,WAS@STL 09/16/2019 07:45PM ET,STL,0
RP,Ryan Meisinger (13361404),Ryan Meisinger,13361404,P,4000,WAS@STL 09/16/2019 07:45PM ET,STL,0
RP,Hunter Cervenka (13361406),Hunter Cervenka,13361406,P,4000,WAS@STL 09/16/2019 07:45PM ET,STL,0
RP,Vidal Nuno III (13361407),Vidal Nuno III,13361407,P,4000,WAS@STL 09/16/2019 07:45PM ET,WAS,0
RP,Brett Cecil (13361418),Brett Cecil,13361418,P,4000,WAS@STL 09/16/2019 07:45PM ET,STL,0
RP,Mike Hauschild (13361424),Mike Hauschild,13361424,P,4000,WAS@STL 09/16/2019 07:45PM ET,STL,0
RP,Aaron Barrett (13361439),Aaron Barrett,13361439,P,4000,WAS@STL 09/16/2019 07:45PM ET,WAS,-2.3
RP,Scott Copeland (13361442),Scott Copeland,13361442,P,4000,WAS@STL 09/16/2019 07:45PM ET,WAS,0
RP,Merandy Gonzalez (13361443),Merandy Gonzalez,13361443,P,4000,WAS@STL 09/16/2019 07:45PM ET,STL,0
RP,Chris Beck (13361450),Chris Beck,13361450,P,4000,WAS@STL 09/16/2019 07:45PM ET,STL,0
RP,Jonny Venters (13361453),Jonny Venters,13361453,P,4000,WAS@STL 09/16/2019 07:45PM ET,WAS,0.47
RP,Mike Mayers (13361469),Mike Mayers,13361469,P,4000,WAS@STL 09/16/2019 07:45PM ET,STL,1.26
RP,Dominic Leone (13361474),Dominic Leone,13361474,P,4000,WAS@STL 09/16/2019 07:45PM ET,STL,2.58
RP,John Brebbia (13361479),John Brebbia,13361479,P,4000,WAS@STL 09/16/2019 07:45PM ET,STL,3.90
RP,Javy Guerra (13361480),Javy Guerra,13361480,P,4000,WAS@STL 09/16/2019 07:45PM ET,WAS,3.28
RP,John Gant (13361498),John Gant,13361498,P,4000,WAS@STL 09/16/2019 07:45PM ET,STL,3.36
RP,Tyler Webb (13361515),Tyler Webb,13361515,P,4000,WAS@STL 09/16/2019 07:45PM ET,STL,2.06
RP,Roenis Elias (13361516),Roenis Elias,13361516,P,4000,WAS@STL 09/16/2019 07:45PM ET,WAS,2.91
RP,Junior Fernandez (13361519),Junior Fernandez,13361519,P,4000,WAS@STL 09/16/2019 07:45PM ET,STL,3.68
RP,Wander Suero (13361521),Wander Suero,13361521,P,4000,WAS@STL 09/16/2019 07:45PM ET,WAS,2.79
2B/OF,Whit Merrifield (13360667),Whit Merrifield,13360667,2B/OF,4000,KC@OAK 09/16/2019 10:07PM ET,KC,8.95
C,Sean Murphy (13360675),Sean Murphy,13360675,C,4000,KC@OAK 09/16/2019 10:07PM ET,OAK,12.11
SP,Jacob Barnes (13361394),Jacob Barnes,13361394,P,4000,KC@OAK 09/16/2019 10:07PM ET,KC,1.75
SP,Brian Flynn (13361396),Brian Flynn,13361396,P,4000,KC@OAK 09/16/2019 10:07PM ET,KC,4.47
RP,Kyle Crockett (13361403),Kyle Crockett,13361403,P,4000,KC@OAK 09/16/2019 10:07PM ET,OAK,0
RP,Dean Kiekhefer (13361425),Dean Kiekhefer,13361425,P,4000,KC@OAK 09/16/2019 10:07PM ET,OAK,0
RP,Kyle Lobstein (13361431),Kyle Lobstein,13361431,P,4000,KC@OAK 09/16/2019 10:07PM ET,OAK,0
SP,James Kaprielian (13361449),James Kaprielian,13361449,P,4000,KC@OAK 09/16/2019 10:07PM ET,OAK,0
RP,Tim Hill (13361463),Tim Hill,13361463,P,4000,KC@OAK 09/16/2019 10:07PM ET,KC,2.40
RP,Andres Machado (13361466),Andres Machado,13361466,P,4000,KC@OAK 09/16/2019 10:07PM ET,KC,0
RP,Yusmeiro Petit (13361490),Yusmeiro Petit,13361490,P,4000,KC@OAK 09/16/2019 10:07PM ET,OAK,3.16
RP,Scott Barlow (13361491),Scott Barlow,13361491,P,4000,KC@OAK 09/16/2019 10:07PM ET,KC,3.65
RP,Randy Rosario (13361495),Randy Rosario,13361495,P,4000,KC@OAK 09/16/2019 10:07PM ET,KC,2.10
RP,Jake Newberry (13361496),Jake Newberry,13361496,P,4000,KC@OAK 09/16/2019 10:07PM ET,KC,2.99
SP,Ian Kennedy (13361504),Ian Kennedy,13361504,P,4000,KC@OAK 09/16/2019 10:07PM ET,KC,3.16
SP,Joakim Soria (13361508),Joakim Soria,13361508,P,4000,KC@OAK 09/16/2019 10:07PM ET,OAK,2.8
RP,Kevin McCarthy (13361511),Kevin McCarthy,13361511,P,4000,KC@OAK 09/16/2019 10:07PM ET,KC,1.75
RP,Blake Treinen (13361512),Blake Treinen,13361512,P,4000,KC@OAK 09/16/2019 10:07PM ET,OAK,2.67
RP,Lou Trivino (13361520),Lou Trivino,13361520,P,4000,KC@OAK 09/16/2019 10:07PM ET,OAK,2.26
RP,Jake Diekman (13361528),Jake Diekman,13361528,P,4000,KC@OAK 09/16/2019 10:07PM ET,OAK,2.43
RP,Gabe Speier (13361531),Gabe Speier,13361531,P,4000,KC@OAK 09/16/2019 10:07PM ET,KC,2.83
OF,Jason Heyward (13360685),Jason Heyward,13360685,OF,3900,CIN@CHC 09/16/2019 08:05PM ET,CHC,7.42
OF,Kyle Schwarber (13360694),Kyle Schwarber,13360694,OF,3900,CIN@CHC 09/16/2019 08:05PM ET,CHC,7.85
C,Ryan Lavarnway (13360697),Ryan Lavarnway,13360697,C,3900,CIN@CHC 09/16/2019 08:05PM ET,CIN,11.4
2B,Jonathan Schoop (13360687),Jonathan Schoop,13360687,2B,3900,CWS@MIN 09/16/2019 07:40PM ET,MIN,7.25
OF,Eloy Jimenez (13360690),Eloy Jimenez,13360690,OF,3900,CWS@MIN 09/16/2019 07:40PM ET,CWS,7.82
1B,Eric Hosmer (13360688),Eric Hosmer,13360688,1B,3900,SD@MIL 09/16/2019 07:40PM ET,SD,7.45
OF,Adam Jones (13360686),Adam Jones,13360686,OF,3900,MIA@ARI 09/16/2019 09:40PM ET,ARI,6.64
1B,Christian Walker (13360693),Christian Walker,13360693,1B,3900,MIA@ARI 09/16/2019 09:40PM ET,ARI,7.41
OF,Yoenis Cespedes (13360684),Yoenis Cespedes,13360684,OF,3900,NYM@COL 09/16/2019 08:40PM ET,NYM,0
2B,Jed Lowrie (13360689),Jed Lowrie,13360689,2B,3900,NYM@COL 09/16/2019 08:40PM ET,NYM,0
OF,Juan Lagares (13360691),Juan Lagares,13360691,OF,3900,NYM@COL 09/16/2019 08:40PM ET,NYM,3.33
2B/SS,Brendan Rodgers (13360698),Brendan Rodgers,13360698,2B/SS,3900,NYM@COL 09/16/2019 08:40PM ET,COL,3.8
2B/3B,Tommy Edman (13360671),Tommy Edman,13360671,2B/3B,3900,WAS@STL 09/16/2019 07:45PM ET,STL,7.37
OF,Marcell Ozuna (13360695),Marcell Ozuna,13360695,OF,3900,WAS@STL 09/16/2019 07:45PM ET,STL,8.82
OF,Stephen Piscotty (13360696),Stephen Piscotty,13360696,OF,3900,KC@OAK 09/16/2019 10:07PM ET,OAK,7.08
OF,Byron Buxton (13360702),Byron Buxton,13360702,OF,3800,CWS@MIN 09/16/2019 07:40PM ET,MIN,7.62
1B,C.J. Cron (13360705),C.J. Cron,13360705,1B,3800,CWS@MIN 09/16/2019 07:40PM ET,MIN,7.40
3B/OF,Marwin Gonzalez (13360706),Marwin Gonzalez,13360706,3B/OF,3800,CWS@MIN 09/16/2019 07:40PM ET,MIN,6.71
1B/OF,Tyler Austin (13360710),Tyler Austin,13360710,1B/OF,3800,SD@MIL 09/16/2019 07:40PM ET,MIL,3.93
SS,Nick Ahmed (13360708),Nick Ahmed,13360708,SS,3800,MIA@ARI 09/16/2019 09:40PM ET,ARI,7.16
1B/OF,Dominic Smith (13360700),Dominic Smith,13360700,1B/OF,3800,NYM@COL 09/16/2019 08:40PM ET,NYM,4.48
C,Kurt Suzuki (13360692),Kurt Suzuki,13360692,C,3800,WAS@STL 09/16/2019 07:45PM ET,WAS,7.15
2B/3B,Asdrubal Cabrera (13360703),Asdrubal Cabrera,13360703,2B/3B,3800,WAS@STL 09/16/2019 07:45PM ET,WAS,7.43
OF,Lane Thomas (13360712),Lane Thomas,13360712,OF,3800,WAS@STL 09/16/2019 07:45PM ET,STL,3.59
2B,Jurickson Profar (13360709),Jurickson Profar,13360709,2B,3800,KC@OAK 09/16/2019 10:07PM ET,OAK,6.70
OF,Luis Robert (13360723),Luis Robert,13360723,OF,3700,CWS@MIN 09/16/2019 07:40PM ET,CWS,0
1B,Gavin Sheets (13360724),Gavin Sheets,13360724,1B,3700,CWS@MIN 09/16/2019 07:40PM ET,CWS,0
OF,Nick Martini (13360716),Nick Martini,13360716,OF,3700,SD@MIL 09/16/2019 07:40PM ET,SD,5.81
OF,Travis Jankowski (13360717),Travis Jankowski,13360717,OF,3700,SD@MIL 09/16/2019 07:40PM ET,SD,1.44
2B/3B,Greg Garcia (13360718),Greg Garcia,13360718,2B/3B,3700,SD@MIL 09/16/2019 07:40PM ET,SD,4.39
C,Francisco Mejia (13360722),Francisco Mejia,13360722,C,3700,SD@MIL 09/16/2019 07:40PM ET,SD,5.33
OF,Harold Ramirez (13360721),Harold Ramirez,13360721,OF,3700,MIA@ARI 09/16/2019 09:40PM ET,MIA,6.24
2B/SS,Dilson Herrera (13360713),Dilson Herrera,13360713,2B/SS,3700,NYM@COL 09/16/2019 08:40PM ET,NYM,0
OF,Khris Davis (13360715),Khris Davis,13360715,OF,3700,KC@OAK 09/16/2019 10:07PM ET,OAK,6.67
2B/3B,David Bote (13360726),David Bote,13360726,2B/3B,3600,CIN@CHC 09/16/2019 08:05PM ET,CHC,5.39
OF,Nick Senzel (13360730),Nick Senzel,13360730,OF,3600,CIN@CHC 09/16/2019 08:05PM ET,CIN,7.33
C,James McCann (13360731),James McCann,13360731,C,3600,CWS@MIN 09/16/2019 07:40PM ET,CWS,7.36
OF,Jake Cave (13360733),Jake Cave,13360733,OF,3600,CWS@MIN 09/16/2019 07:40PM ET,MIN,5.43
OF,Josh Naylor (13360728),Josh Naylor,13360728,OF,3600,SD@MIL 09/16/2019 07:40PM ET,SD,5.13
OF,Lorenzo Cain (13360734),Lorenzo Cain,13360734,OF,3600,SD@MIL 09/16/2019 07:40PM ET,MIL,6.79
2B/3B,Ty France (13360747),Ty France,13360747,2B/3B,3600,SD@MIL 09/16/2019 07:40PM ET,SD,4.6
C,Carson Kelly (13360732),Carson Kelly,13360732,C,3600,MIA@ARI 09/16/2019 09:40PM ET,ARI,6.09
C,Alex Avila (13360737),Alex Avila,13360737,C,3600,MIA@ARI 09/16/2019 09:40PM ET,ARI,5.83
OF,Abraham Almonte (13360739),Abraham Almonte,13360739,OF,3600,MIA@ARI 09/16/2019 09:40PM ET,ARI,2.88
2B/3B,Starlin Castro (13360740),Starlin Castro,13360740,2B/3B,3600,MIA@ARI 09/16/2019 09:40PM ET,MIA,6.75
2B/3B,Ildemaro Vargas (13360742),Ildemaro Vargas,13360742,2B/3B,3600,MIA@ARI 09/16/2019 09:40PM ET,ARI,3.67
3B/SS,Joe Dunand (13360751),Joe Dunand,13360751,3B/SS,3600,MIA@ARI 09/16/2019 09:40PM ET,MIA,0
1B,Josh Fuentes (13360720),Josh Fuentes,13360720,1B,3600,NYM@COL 09/16/2019 08:40PM ET,COL,3.86
OF,Sam Hilliard (13360725),Sam Hilliard,13360725,OF,3600,NYM@COL 09/16/2019 08:40PM ET,COL,4.31
OF,Raimel Tapia (13360738),Raimel Tapia,13360738,OF,3600,NYM@COL 09/16/2019 08:40PM ET,COL,5.55
OF,Victor Robles (13360729),Victor Robles,13360729,OF,3600,WAS@STL 09/16/2019 07:45PM ET,WAS,7.68
SS,Paul DeJong (13360735),Paul DeJong,13360735,SS,3600,WAS@STL 09/16/2019 07:45PM ET,STL,7.84
3B,Matt Carpenter (13360736),Matt Carpenter,13360736,3B,3600,WAS@STL 09/16/2019 07:45PM ET,STL,6.28
2B,Kolten Wong (13360744),Kolten Wong,13360744,2B,3600,WAS@STL 09/16/2019 07:45PM ET,STL,7.04
SS,Carter Kieboom (13360750),Carter Kieboom,13360750,SS,3600,WAS@STL 09/16/2019 07:45PM ET,WAS,4.46
C,Bruce Maxwell (13360753),Bruce Maxwell,13360753,C,3600,KC@OAK 09/16/2019 10:07PM ET,OAK,0
1B/OF,Josh VanMeter (13360745),Josh VanMeter,13360745,1B/OF,3500,CIN@CHC 09/16/2019 08:05PM ET,CIN,5.10
2B/SS,Freddy Galvis (13360756),Freddy Galvis,13360756,2B/SS,3500,CIN@CHC 09/16/2019 08:05PM ET,CIN,6.86
OF,Johnny Field (13360763),Johnny Field,13360763,OF,3500,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
2B/C,Kyle Farmer (13360765),Kyle Farmer,13360765,C/2B,3500,CIN@CHC 09/16/2019 08:05PM ET,CIN,3.54
OF,Leury Garcia (13360758),Leury Garcia,13360758,OF,3500,CWS@MIN 09/16/2019 07:40PM ET,CWS,7.19
2B/SS,Nick Madrigal (13360771),Nick Madrigal,13360771,2B/SS,3500,CWS@MIN 09/16/2019 07:40PM ET,CWS,0
C,Luis Torrens (13360764),Luis Torrens,13360764,C,3500,SD@MIL 09/16/2019 07:40PM ET,SD,0
OF,Yasmany Tomas (13360754),Yasmany Tomas,13360754,OF,3500,MIA@ARI 09/16/2019 09:40PM ET,ARI,0
OF,Brian Miller (13360762),Brian Miller,13360762,OF,3500,MIA@ARI 09/16/2019 09:40PM ET,MIA,0
C/OF,Blake Swihart (13360767),Blake Swihart,13360767,C/OF,3500,MIA@ARI 09/16/2019 09:40PM ET,ARI,3.28
C,Rene Rivera (13360759),Rene Rivera,13360759,C,3500,NYM@COL 09/16/2019 08:40PM ET,NYM,3.5
1B,Ryan Zimmerman (13360749),Ryan Zimmerman,13360749,1B,3500,WAS@STL 09/16/2019 07:45PM ET,WAS,6.57
OF,Dexter Fowler (13360761),Dexter Fowler,13360761,OF,3500,WAS@STL 09/16/2019 07:45PM ET,STL,6.76
3B/OF,Drew Robinson (13360769),Drew Robinson,13360769,3B/OF,3500,WAS@STL 09/16/2019 07:45PM ET,STL,1
OF,Robbie Grossman (13360755),Robbie Grossman,13360755,OF,3500,KC@OAK 09/16/2019 10:07PM ET,OAK,5.80
OF,Alex Gordon (13360760),Alex Gordon,13360760,OF,3500,KC@OAK 09/16/2019 10:07PM ET,KC,7.25
OF,Phillip Ervin (13360783),Phillip Ervin,13360783,OF,3400,CIN@CHC 09/16/2019 08:05PM ET,CIN,4.93
C,Victor Caratini (13360785),Victor Caratini,13360785,C,3400,CIN@CHC 09/16/2019 08:05PM ET,CHC,5.44
C,Jhonny Pereda (13360796),Jhonny Pereda,13360796,C,3400,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
OF,Brandon Guyer (13360794),Brandon Guyer,13360794,OF,3400,CWS@MIN 09/16/2019 07:40PM ET,CWS,0
OF,Shane Peterson (13360778),Shane Peterson,13360778,OF,3400,SD@MIL 09/16/2019 07:40PM ET,SD,0
OF,Tyrone Taylor (13360786),Tyrone Taylor,13360786,OF,3400,SD@MIL 09/16/2019 07:40PM ET,MIL,1.4
SS,Miguel Rojas (13360781),Miguel Rojas,13360781,SS,3400,MIA@ARI 09/16/2019 09:40PM ET,MIA,6.18
C,Jorge Alfaro (13360782),Jorge Alfaro,13360782,C,3400,MIA@ARI 09/16/2019 09:40PM ET,MIA,5.96
1B/3B,Neil Walker (13360790),Neil Walker,13360790,1B/3B,3400,MIA@ARI 09/16/2019 09:40PM ET,MIA,5.12
OF,Gabriel Guerrero (13360795),Gabriel Guerrero,13360795,OF,3400,MIA@ARI 09/16/2019 09:40PM ET,MIA,0
OF,Carlos Gomez (13360773),Carlos Gomez,13360773,OF,3400,NYM@COL 09/16/2019 08:40PM ET,NYM,4.65
SS,Andres Gimenez (13360774),Andres Gimenez,13360774,SS,3400,NYM@COL 09/16/2019 08:40PM ET,NYM,0
OF,Matt Kemp (13360776),Matt Kemp,13360776,OF,3400,NYM@COL 09/16/2019 08:40PM ET,NYM,3.35
C,Chris Iannetta (13360777),Chris Iannetta,13360777,C,3400,NYM@COL 09/16/2019 08:40PM ET,COL,5.35
2B/SS,Luis Guillorme (13360779),Luis Guillorme,13360779,2B/SS,3400,NYM@COL 09/16/2019 08:40PM ET,NYM,2.02
2B/OF,Garrett Hampson (13360788),Garrett Hampson,13360788,2B/OF,3400,NYM@COL 09/16/2019 08:40PM ET,COL,4.58
OF,Dustin Fowler (13360775),Dustin Fowler,13360775,OF,3400,KC@OAK 09/16/2019 10:07PM ET,OAK,0
C,Josh Phegley (13360784),Josh Phegley,13360784,C,3400,KC@OAK 09/16/2019 10:07PM ET,OAK,5.77
OF,Seth Brown (13360787),Seth Brown,13360787,OF,3400,KC@OAK 09/16/2019 10:07PM ET,OAK,8.75
1B/3B,Eric Campbell (13360792),Eric Campbell,13360792,1B/3B,3400,KC@OAK 09/16/2019 10:07PM ET,OAK,0
2B/OF,Ben Zobrist (13360807),Ben Zobrist,13360807,2B/OF,3300,CIN@CHC 09/16/2019 08:05PM ET,CHC,5.83
2B/OF,Ian Happ (13360812),Ian Happ,13360812,2B/OF,3300,CIN@CHC 09/16/2019 08:05PM ET,CHC,5.07
1B/2B,Derek Dietrich (13360822),Derek Dietrich,13360822,1B/2B,3300,CIN@CHC 09/16/2019 08:05PM ET,CIN,5.36
SS,Zack Short (13360824),Zack Short,13360824,SS,3300,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
OF,Jacob Hannemann (13360825),Jacob Hannemann,13360825,OF,3300,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
OF,Jim Adduci (13360826),Jim Adduci,13360826,OF,3300,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
C,Taylor Davis (13360828),Taylor Davis,13360828,C,3300,CIN@CHC 09/16/2019 08:05PM ET,CHC,4.57
C,Jason Castro (13360803),Jason Castro,13360803,C,3300,CWS@MIN 09/16/2019 07:40PM ET,MIN,6.22
3B/SS,Ehire Adrianza (13360816),Ehire Adrianza,13360816,3B/SS,3300,CWS@MIN 09/16/2019 07:40PM ET,MIN,4.70
C,Jacob Nottingham (13360800),Jacob Nottingham,13360800,C,3300,SD@MIL 09/16/2019 07:40PM ET,MIL,3.29
OF,Ben Gamel (13360801),Ben Gamel,13360801,OF,3300,SD@MIL 09/16/2019 07:40PM ET,MIL,4.32
2B,Cory Spangenberg (13360821),Cory Spangenberg,13360821,2B,3300,SD@MIL 09/16/2019 07:40PM ET,MIL,5.7
SS,Domingo Leyba (13360804),Domingo Leyba,13360804,SS,3300,MIA@ARI 09/16/2019 09:40PM ET,ARI,1.42
1B/3B,Jake Lamb (13360814),Jake Lamb,13360814,1B/3B,3300,MIA@ARI 09/16/2019 09:40PM ET,ARI,4.69
OF,Rymer Liriano (13360797),Rymer Liriano,13360797,OF,3300,NYM@COL 09/16/2019 08:40PM ET,NYM,0
1B,Yonder Alonso (13360802),Yonder Alonso,13360802,1B,3300,NYM@COL 09/16/2019 08:40PM ET,COL,4.34
2B/SS,Pat Valaika (13360805),Pat Valaika,13360805,2B/SS,3300,NYM@COL 09/16/2019 08:40PM ET,COL,2.91
C,Tony Wolters (13360810),Tony Wolters,13360810,C,3300,NYM@COL 09/16/2019 08:40PM ET,COL,5.11
C,Dom Nunez (13360819),Dom Nunez,13360819,C,3300,NYM@COL 09/16/2019 08:40PM ET,COL,4.46
1B,Matt Adams (13360809),Matt Adams,13360809,1B,3300,WAS@STL 09/16/2019 07:45PM ET,WAS,5.67
C,Dustin Garneau (13360811),Dustin Garneau,13360811,C,3300,KC@OAK 09/16/2019 10:07PM ET,OAK,5.09
2B,Franklin Barreto (13360818),Franklin Barreto,13360818,2B,3300,KC@OAK 09/16/2019 10:07PM ET,OAK,3.32
C,Salvador Perez (13360820),Salvador Perez,13360820,C,3300,KC@OAK 09/16/2019 10:07PM ET,KC,0
OF,Tyler Ramirez (13360827),Tyler Ramirez,13360827,OF,3300,KC@OAK 09/16/2019 10:07PM ET,OAK,0
OF,Taylor Trammell (13360831),Taylor Trammell,13360831,OF,3200,CIN@CHC 09/16/2019 08:05PM ET,CIN,0
OF,Mark Zagunis (13360845),Mark Zagunis,13360845,OF,3200,CIN@CHC 09/16/2019 08:05PM ET,CHC,1.83
OF,Scott Schebler (13360848),Scott Schebler,13360848,OF,3200,CIN@CHC 09/16/2019 08:05PM ET,CIN,3.73
OF,Preston Tucker (13360841),Preston Tucker,13360841,OF,3200,CWS@MIN 09/16/2019 07:40PM ET,CWS,0
3B/C,Willians Astudillo (13360860),Willians Astudillo,13360860,C/3B,3200,CWS@MIN 09/16/2019 07:40PM ET,MIN,5.26
2B/SS,Hernan Perez (13360835),Hernan Perez,13360835,2B/SS,3200,SD@MIL 09/16/2019 07:40PM ET,MIL,4.28
2B/SS,Luis Urias (13360837),Luis Urias,13360837,2B/SS,3200,SD@MIL 09/16/2019 07:40PM ET,SD,5.17
2B/OF,Rob Refsnyder (13360829),Rob Refsnyder,13360829,2B/OF,3200,MIA@ARI 09/16/2019 09:40PM ET,ARI,0
1B/3B,Pedro Alvarez (13360832),Pedro Alvarez,13360832,1B/3B,3200,MIA@ARI 09/16/2019 09:40PM ET,MIA,0
OF,Monte Harrison (13360834),Monte Harrison,13360834,OF,3200,MIA@ARI 09/16/2019 09:40PM ET,MIA,0
2B/SS,Dixon Machado (13360846),Dixon Machado,13360846,2B/SS,3200,MIA@ARI 09/16/2019 09:40PM ET,MIA,0
1B/OF,Matt Holliday (13360798),Matt Holliday,13360798,1B/OF,3200,NYM@COL 09/16/2019 08:40PM ET,COL,0
OF,Adolis Garcia (13360842),Adolis Garcia,13360842,OF,3200,WAS@STL 09/16/2019 07:45PM ET,STL,0
OF,Jose Martinez (13360843),Jose Martinez,13360843,OF,3200,WAS@STL 09/16/2019 07:45PM ET,STL,5.10
2B,Max Schrock (13360849),Max Schrock,13360849,2B,3200,WAS@STL 09/16/2019 07:45PM ET,STL,0
2B/OF,Chad Pinder (13360839),Chad Pinder,13360839,2B/OF,3200,KC@OAK 09/16/2019 10:07PM ET,OAK,4.90
C,Cameron Rupp (13360844),Cameron Rupp,13360844,C,3200,KC@OAK 09/16/2019 10:07PM ET,OAK,0
OF,Zach Borenstein (13360857),Zach Borenstein,13360857,OF,3100,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
SS,Jose Iglesias (13360859),Jose Iglesias,13360859,SS,3100,CIN@CHC 09/16/2019 08:05PM ET,CIN,5.99
SS,Nico Hoerner (13360866),Nico Hoerner,13360866,SS,3100,CIN@CHC 09/16/2019 08:05PM ET,CHC,13.71
OF,LaMonte Wade Jr. (13360865),LaMonte Wade Jr.,13360865,OF,3100,CWS@MIN 09/16/2019 07:40PM ET,MIN,3.86
1B,AJ Reed (13360931),AJ Reed,13360931,1B,3100,CWS@MIN 09/16/2019 07:40PM ET,CWS,3.07
2B/3B,Christian Villanueva (13360850),Christian Villanueva,13360850,2B/3B,3100,SD@MIL 09/16/2019 07:40PM ET,SD,0
OF/SS,Tyler Saladino (13360868),Tyler Saladino,13360868,SS/OF,3100,SD@MIL 09/16/2019 07:40PM ET,MIL,3.21
OF,Josh Rojas (13360867),Josh Rojas,13360867,OF,3100,MIA@ARI 09/16/2019 09:40PM ET,ARI,5.34
2B/3B,T.J. Rivera (13360852),T.J. Rivera,13360852,2B/3B,3100,NYM@COL 09/16/2019 08:40PM ET,NYM,0
OF,Matt den Dekker (13360854),Matt den Dekker,13360854,OF,3100,NYM@COL 09/16/2019 08:40PM ET,NYM,0
C,Devin Mesoraco (13360855),Devin Mesoraco,13360855,C,3100,NYM@COL 09/16/2019 08:40PM ET,NYM,0
OF,Gregor Blanco (13360856),Gregor Blanco,13360856,OF,3100,NYM@COL 09/16/2019 08:40PM ET,NYM,0
C,Drew Butera (13360862),Drew Butera,13360862,C,3100,NYM@COL 09/16/2019 08:40PM ET,COL,4.2
OF,Randy Arozarena (13360863),Randy Arozarena,13360863,OF,3100,WAS@STL 09/16/2019 07:45PM ET,STL,2.15
2B,Brian Dozier (13360864),Brian Dozier,13360864,2B,3100,WAS@STL 09/16/2019 07:45PM ET,WAS,6.05
C,Spencer Kieboom (13360870),Spencer Kieboom,13360870,C,3100,WAS@STL 09/16/2019 07:45PM ET,WAS,0
OF,Luis Barrera (13360858),Luis Barrera,13360858,OF,3100,KC@OAK 09/16/2019 10:07PM ET,OAK,0
OF,Jose Siri (13360873),Jose Siri,13360873,OF,3000,CIN@CHC 09/16/2019 08:05PM ET,CIN,0
