Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RP,Jimmie Sherfy (13361330),Jimmie Sherfy,13361330,P,5100,MIA@ARI 09/16/2019 09:40PM ET,ARI,3.79
3B,Todd Frazier (13360601),Todd Frazier,13360601,3B,5100,NYM@COL 09/16/2019 08:40PM ET,NYM,6.81
SP,Henderson Alvarez (13361329),Henderson Alvarez,13361329,P,5100,WAS@STL 09/16/2019 07:45PM ET,WAS,0
RP,Giovanny Gallegos (13361331),Giovanny Gallegos,13361331,P,5100,WAS@STL 09/16/2019 07:45PM ET,STL,4.72
SP,Ivan Nova (13361335),Ivan Nova,13361335,P,5000,CWS@MIN 09/16/2019 07:40PM ET,CWS,9.81
RP,Jace Fry (13361338),Jace Fry,13361338,P,5000,CWS@MIN 09/16/2019 07:40PM ET,CWS,2.17
RP,Chase De Jong (13361339),Chase De Jong,13361339,P,5000,CWS@MIN 09/16/2019 07:40PM ET,MIN,-9.35
OF,David Peralta (13360604),David Peralta,13360604,OF,5000,MIA@ARI 09/16/2019 09:40PM ET,ARI,7.70
SP,Matt Koch (13361333),Matt Koch,13361333,P,5000,MIA@ARI 09/16/2019 09:40PM ET,ARI,-0.03
SP,Jeff Hoffman (13361336),Jeff Hoffman,13361336,P,5000,NYM@COL 09/16/2019 08:40PM ET,COL,6.97
3B,Anthony Rendon (13360605),Anthony Rendon,13360605,3B,5000,WAS@STL 09/16/2019 07:45PM ET,WAS,10.95
SP,Heath Fillmyer (13361332),Heath Fillmyer,13361332,P,5000,KC@OAK 09/16/2019 10:07PM ET,KC,0.62
SP,Conner Greene (13361334),Conner Greene,13361334,P,5000,KC@OAK 09/16/2019 10:07PM ET,KC,0
SP,Jorge Lopez (13361337),Jorge Lopez,13361337,P,5000,KC@OAK 09/16/2019 10:07PM ET,KC,6
3B,Eugenio Suarez (13360607),Eugenio Suarez,13360607,3B,4900,CIN@CHC 09/16/2019 08:05PM ET,CIN,9.11
RP,Mike Zagurski (13361340),Mike Zagurski,13361340,P,4900,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
SP,Justin Nicolino (13361343),Justin Nicolino,13361343,P,4900,CWS@MIN 09/16/2019 07:40PM ET,CWS,0
OF,David Dahl (13360602),David Dahl,13360602,OF,4900,NYM@COL 09/16/2019 08:40PM ET,COL,8.65
2B,Robinson Cano (13360606),Robinson Cano,13360606,2B,4900,NYM@COL 09/16/2019 08:40PM ET,NYM,6.57
SP,Jake Woodford (13361341),Jake Woodford,13361341,P,4900,WAS@STL 09/16/2019 07:45PM ET,STL,0
SP,Glenn Sparkman (13360582),Glenn Sparkman,13360582,P,4900,KC@OAK 09/16/2019 10:07PM ET,KC,5.96
SP,Norge Ruiz (13361342),Norge Ruiz,13361342,P,4900,KC@OAK 09/16/2019 10:07PM ET,OAK,0
2B/3B,Mike Moustakas (13360613),Mike Moustakas,13360613,2B/3B,4800,SD@MIL 09/16/2019 07:40PM ET,MIL,8.56
SP,Taylor Clarke (13361344),Taylor Clarke,13361344,P,4800,MIA@ARI 09/16/2019 09:40PM ET,ARI,7.54
SS,Amed Rosario (13360608),Amed Rosario,13360608,SS,4800,NYM@COL 09/16/2019 08:40PM ET,NYM,7.50
C,Francisco Pena (13360609),Francisco Pena,13360609,C,4800,WAS@STL 09/16/2019 07:45PM ET,STL,0
SP,Erick Fedde (13361345),Erick Fedde,13361345,P,4800,WAS@STL 09/16/2019 07:45PM ET,WAS,6.30
OF,Ramon Laureano (13360615),Ramon Laureano,13360615,OF,4800,KC@OAK 09/16/2019 10:07PM ET,OAK,8.42
1B,Jose Abreu (13360625),Jose Abreu,13360625,1B,4700,CWS@MIN 09/16/2019 07:40PM ET,CWS,8.76
RP,Andrew Vasquez (13361346),Andrew Vasquez,13361346,P,4700,CWS@MIN 09/16/2019 07:40PM ET,MIN,-7.8
2B/3B,Eduardo Escobar (13360610),Eduardo Escobar,13360610,2B/3B,4700,MIA@ARI 09/16/2019 09:40PM ET,ARI,9.14
RP,Kyle Keller (13361347),Kyle Keller,13361347,P,4700,MIA@ARI 09/16/2019 09:40PM ET,MIA,2.73
RP,Andrew Chafin (13361348),Andrew Chafin,13361348,P,4700,MIA@ARI 09/16/2019 09:40PM ET,ARI,2.30
OF,Juan Soto (13360612),Juan Soto,13360612,OF,4700,WAS@STL 09/16/2019 07:45PM ET,WAS,10.47
SP,Tyler Chatwood (13361351),Tyler Chatwood,13361351,P,4600,CIN@CHC 09/16/2019 08:05PM ET,CHC,5.21
3B,Miguel Sano (13360617),Miguel Sano,13360617,3B,4600,CWS@MIN 09/16/2019 07:40PM ET,MIN,9.13
SS,Jorge Polanco (13360618),Jorge Polanco,13360618,SS,4600,CWS@MIN 09/16/2019 07:40PM ET,MIN,9
RP,Alex Colome (13361359),Alex Colome,13361359,P,4600,CWS@MIN 09/16/2019 07:40PM ET,CWS,3.06
SP,Nick Margevicius (13361352),Nick Margevicius,13361352,P,4600,SD@MIL 09/16/2019 07:40PM ET,SD,5.19
OF,Tim Locastro (13360623),Tim Locastro,13360623,OF,4600,MIA@ARI 09/16/2019 09:40PM ET,ARI,5.10
C,Wilson Ramos (13360616),Wilson Ramos,13360616,C,4600,NYM@COL 09/16/2019 08:40PM ET,NYM,6.56
RP,Daniel Zamora (13361353),Daniel Zamora,13361353,P,4600,NYM@COL 09/16/2019 08:40PM ET,NYM,0.78
RP,Ryan O'Rourke (13361355),Ryan O'Rourke,13361355,P,4600,NYM@COL 09/16/2019 08:40PM ET,NYM,1.6
RP,Yency Almonte (13361357),Yency Almonte,13361357,P,4600,NYM@COL 09/16/2019 08:40PM ET,COL,2.24
RP,Luis Avilan (13361358),Luis Avilan,13361358,P,4600,NYM@COL 09/16/2019 08:40PM ET,NYM,1.88
RP,Luke Gregerson (13361350),Luke Gregerson,13361350,P,4600,WAS@STL 09/16/2019 07:45PM ET,STL,-0.08
SP,Matt Grace (13361354),Matt Grace,13361354,P,4600,WAS@STL 09/16/2019 07:45PM ET,WAS,1.36
SP,Scott Blewett (13361349),Scott Blewett,13361349,P,4600,KC@OAK 09/16/2019 10:07PM ET,KC,0
RP,Ryan Buchter (13361356),Ryan Buchter,13361356,P,4600,KC@OAK 09/16/2019 10:07PM ET,OAK,2.17
RP,Steve Cishek (13361366),Steve Cishek,13361366,P,4500,CIN@CHC 09/16/2019 08:05PM ET,CHC,2.67
3B,Yoan Moncada (13360619),Yoan Moncada,13360619,3B,4500,CWS@MIN 09/16/2019 07:40PM ET,CWS,9.13
OF,Max Kepler (13360622),Max Kepler,13360622,OF,4500,CWS@MIN 09/16/2019 07:40PM ET,MIN,9.24
RP,Trevor May (13361364),Trevor May,13361364,P,4500,CWS@MIN 09/16/2019 07:40PM ET,MIN,3.63
RP,Sergio Romo (13361365),Sergio Romo,13361365,P,4500,CWS@MIN 09/16/2019 07:40PM ET,MIN,2.67
C,Yasmani Grandal (13360621),Yasmani Grandal,13360621,C,4500,SD@MIL 09/16/2019 07:40PM ET,MIL,8
RP,Josh Hader (13361361),Josh Hader,13361361,P,4500,SD@MIL 09/16/2019 07:40PM ET,MIL,6.26
RP,Joey Krehbiel (13361360),Joey Krehbiel,13361360,P,4500,MIA@ARI 09/16/2019 09:40PM ET,ARI,0
SP,Antonio Senzatela (13360583),Antonio Senzatela,13360583,P,4500,NYM@COL 09/16/2019 08:40PM ET,COL,5.58
SS,Trea Turner (13360620),Trea Turner,13360620,SS,4500,WAS@STL 09/16/2019 07:45PM ET,WAS,10.10
RP,Chasen Shreve (13361362),Chasen Shreve,13361362,P,4500,WAS@STL 09/16/2019 07:45PM ET,STL,2.03
RP,Fernando Rodney (13361363),Fernando Rodney,13361363,P,4500,WAS@STL 09/16/2019 07:45PM ET,WAS,1.83
3B/OF,Kris Bryant (13360628),Kris Bryant,13360628,3B/OF,4400,CIN@CHC 09/16/2019 08:05PM ET,CHC,9.24
3B/SS,Manny Machado (13360630),Manny Machado,13360630,3B/SS,4400,SD@MIL 09/16/2019 07:40PM ET,SD,8
OF,Wil Myers (13360632),Wil Myers,13360632,OF,4400,SD@MIL 09/16/2019 07:40PM ET,SD,5.99
2B/OF,Yangervis Solarte (13360633),Yangervis Solarte,13360633,2B/OF,4400,MIA@ARI 09/16/2019 09:40PM ET,MIA,3.64
RP,Jose Quijada (13361371),Jose Quijada,13361371,P,4400,MIA@ARI 09/16/2019 09:40PM ET,MIA,2.64
1B,Daniel Murphy (13360624),Daniel Murphy,13360624,1B,4400,NYM@COL 09/16/2019 08:40PM ET,COL,6.99
OF,Brandon Nimmo (13360626),Brandon Nimmo,13360626,OF,4400,NYM@COL 09/16/2019 08:40PM ET,NYM,5.96
RP,DJ Johnson (13361367),DJ Johnson,13361367,P,4400,NYM@COL 09/16/2019 08:40PM ET,COL,1.26
RP,Tim Peterson (13361368),Tim Peterson,13361368,P,4400,NYM@COL 09/16/2019 08:40PM ET,NYM,0.92
RP,Jacob Rhame (13361370),Jacob Rhame,13361370,P,4400,NYM@COL 09/16/2019 08:40PM ET,NYM,2.21
OF,Mark Canha (13360627),Mark Canha,13360627,OF,4400,KC@OAK 09/16/2019 10:07PM ET,OAK,8.03
SP,Mike Montgomery (13361369),Mike Montgomery,13361369,P,4400,KC@OAK 09/16/2019 10:07PM ET,KC,4.98
OF,Aristides Aquino (13360636),Aristides Aquino,13360636,OF,4300,CIN@CHC 09/16/2019 08:05PM ET,CIN,9.48
OF,Eddie Rosario (13360635),Eddie Rosario,13360635,OF,4300,CWS@MIN 09/16/2019 07:40PM ET,MIN,8.83
RP,Juan Minaya (13361375),Juan Minaya,13361375,P,4300,CWS@MIN 09/16/2019 07:40PM ET,CWS,2.97
2B,Ian Kinsler (13360651),Ian Kinsler,13360651,2B,4300,SD@MIL 09/16/2019 07:40PM ET,SD,4.70
3B/SS,Jon Berti (13360640),Jon Berti,13360640,3B/SS,4300,MIA@ARI 09/16/2019 09:40PM ET,MIA,7.59
1B,Kevin Cron (13360646),Kevin Cron,13360646,1B,4300,MIA@ARI 09/16/2019 09:40PM ET,ARI,4.30
RP,James Pazos (13361374),James Pazos,13361374,P,4300,NYM@COL 09/16/2019 08:40PM ET,COL,1.95
RP,Seth Elledge (13361372),Seth Elledge,13361372,P,4300,WAS@STL 09/16/2019 07:45PM ET,STL,0
RP,Hunter Strickland (13361373),Hunter Strickland,13361373,P,4300,WAS@STL 09/16/2019 07:45PM ET,WAS,2.13
SS,Adalberto Mondesi (13360638),Adalberto Mondesi,13360638,SS,4300,KC@OAK 09/16/2019 10:07PM ET,KC,9.56
3B,Matt Chapman (13360639),Matt Chapman,13360639,3B,4300,KC@OAK 09/16/2019 10:07PM ET,OAK,8.63
C,Nick Hundley (13360642),Nick Hundley,13360642,C,4300,KC@OAK 09/16/2019 10:07PM ET,OAK,3
C,Francisco Arcia (13360654),Francisco Arcia,13360654,C,4200,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
1B,Anthony Rizzo (13360657),Anthony Rizzo,13360657,1B,4200,CIN@CHC 09/16/2019 08:05PM ET,CHC,9
SS,Tim Anderson (13360637),Tim Anderson,13360637,SS,4200,CWS@MIN 09/16/2019 07:40PM ET,CWS,8.80
RP,Kelvin Herrera (13361384),Kelvin Herrera,13361384,P,4200,CWS@MIN 09/16/2019 07:40PM ET,CWS,1.50
OF,Manuel Margot (13360643),Manuel Margot,13360643,OF,4200,SD@MIL 09/16/2019 07:40PM ET,SD,5.47
OF,Franchy Cordero (13360648),Franchy Cordero,13360648,OF,4200,SD@MIL 09/16/2019 07:40PM ET,SD,4
SP,Shelby Miller (13361376),Shelby Miller,13361376,P,4200,SD@MIL 09/16/2019 07:40PM ET,MIL,1.32
RP,Deolis Guerra (13361379),Deolis Guerra,13361379,P,4200,SD@MIL 09/16/2019 07:40PM ET,MIL,-8.9
3B/OF,Brian Anderson (13360649),Brian Anderson,13360649,3B/OF,4200,MIA@ARI 09/16/2019 09:40PM ET,MIA,7.60
2B,Ryan McMahon (13360645),Ryan McMahon,13360645,2B,4200,NYM@COL 09/16/2019 08:40PM ET,COL,7.44
OF,Rajai Davis (13360647),Rajai Davis,13360647,OF,4200,NYM@COL 09/16/2019 08:40PM ET,NYM,2.25
SP,Kyle Freeland (13361377),Kyle Freeland,13361377,P,4200,NYM@COL 09/16/2019 08:40PM ET,COL,7.08
SP,Ryan Castellani (13361378),Ryan Castellani,13361378,P,4200,NYM@COL 09/16/2019 08:40PM ET,COL,0
RP,Tyler Bashlor (13361381),Tyler Bashlor,13361381,P,4200,NYM@COL 09/16/2019 08:40PM ET,NYM,0.97
RP,Paul Sewald (13361383),Paul Sewald,13361383,P,4200,NYM@COL 09/16/2019 08:40PM ET,NYM,3.32
SP,Peter Lambert (13361385),Peter Lambert,13361385,P,4200,NYM@COL 09/16/2019 08:40PM ET,COL,4.95
RP,Carlos Estevez (13361386),Carlos Estevez,13361386,P,4200,NYM@COL 09/16/2019 08:40PM ET,COL,3.02
RP,Tanner Rainey (13361382),Tanner Rainey,13361382,P,4200,WAS@STL 09/16/2019 07:45PM ET,WAS,3.06
RP,J.B. Wendelken (13361380),J.B. Wendelken,13361380,P,4200,KC@OAK 09/16/2019 10:07PM ET,OAK,4.07
C,Willson Contreras (13360644),Willson Contreras,13360644,C,4100,CIN@CHC 09/16/2019 08:05PM ET,CHC,8.46
3B/SS,Phillip Evans (13360652),Phillip Evans,13360652,3B/SS,4100,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
OF,Nicholas Castellanos (13360663),Nicholas Castellanos,13360663,OF,4100,CIN@CHC 09/16/2019 08:05PM ET,CHC,8.71
SP,Pat Dean (13361387),Pat Dean,13361387,P,4100,CWS@MIN 09/16/2019 07:40PM ET,MIN,0
RP,Trevor Hildenberger (13361390),Trevor Hildenberger,13361390,P,4100,CWS@MIN 09/16/2019 07:40PM ET,MIN,1.13
RP,Ryne Harper (13361391),Ryne Harper,13361391,P,4100,CWS@MIN 09/16/2019 07:40PM ET,MIN,2.55
OF,Hunter Renfroe (13360662),Hunter Renfroe,13360662,OF,4100,SD@MIL 09/16/2019 07:40PM ET,SD,6.89
1B,Eric Thames (13360678),Eric Thames,13360678,1B,4100,SD@MIL 09/16/2019 07:40PM ET,MIL,6.05
OF,Jarrod Dyson (13360659),Jarrod Dyson,13360659,OF,4100,MIA@ARI 09/16/2019 09:40PM ET,ARI,6.19
RP,Robby Scott (13361389),Robby Scott,13361389,P,4100,MIA@ARI 09/16/2019 09:40PM ET,ARI,1.52
SP,Ryne Stanek (13361392),Ryne Stanek,13361392,P,4100,MIA@ARI 09/16/2019 09:40PM ET,MIA,3.56
RP,Yoshihisa Hirano (13361393),Yoshihisa Hirano,13361393,P,4100,MIA@ARI 09/16/2019 09:40PM ET,ARI,2.38
OF,Ian Desmond (13360665),Ian Desmond,13360665,OF,4100,NYM@COL 09/16/2019 08:40PM ET,COL,6.5
2B,Joe Panik (13360669),Joe Panik,13360669,2B,4100,NYM@COL 09/16/2019 08:40PM ET,NYM,5.09
RP,Arquimedes Caminero (13361388),Arquimedes Caminero,13361388,P,4100,NYM@COL 09/16/2019 08:40PM ET,NYM,0
1B/2B,Howie Kendrick (13360655),Howie Kendrick,13360655,1B/2B,4100,WAS@STL 09/16/2019 07:45PM ET,WAS,6.77
OF,Jorge Soler (13360658),Jorge Soler,13360658,OF,4100,KC@OAK 09/16/2019 10:07PM ET,KC,8.9
3B/OF,Hunter Dozier (13360660),Hunter Dozier,13360660,3B/OF,4100,KC@OAK 09/16/2019 10:07PM ET,KC,8.78
SS,Javier Baez (13360664),Javier Baez,13360664,SS,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,9.04
1B,Joey Votto (13360670),Joey Votto,13360670,1B,4000,CIN@CHC 09/16/2019 08:05PM ET,CIN,7.37
OF,Jesse Winker (13360683),Jesse Winker,13360683,OF,4000,CIN@CHC 09/16/2019 08:05PM ET,CIN,6.19
SP,David Phelps (13361398),David Phelps,13361398,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,2.69
RP,Ian Krol (13361402),Ian Krol,13361402,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CIN,0
RP,Alberto Baldonado (13361410),Alberto Baldonado,13361410,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
RP,George Kontos (13361411),George Kontos,13361411,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
RP,Rob Scahill (13361412),Rob Scahill,13361412,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
RP,Junichi Tazawa (13361416),Junichi Tazawa,13361416,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
RP,Carlos Ramirez (13361421),Carlos Ramirez,13361421,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
RP,Rob Zastryzny (13361423),Rob Zastryzny,13361423,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
RP,Brad Wieck (13361426),Brad Wieck,13361426,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,2.58
RP,Jackson Stephens (13361427),Jackson Stephens,13361427,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CIN,0
SP,Ian Clarkin (13361430),Ian Clarkin,13361430,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
RP,Brian Duensing (13361433),Brian Duensing,13361433,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
RP,Jimmy Herget (13361435),Jimmy Herget,13361435,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CIN,-0.65
RP,Keury Mella (13361436),Keury Mella,13361436,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CIN,0
RP,Christian Bergman (13361441),Christian Bergman,13361441,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,0
RP,Rowan Wick (13361451),Rowan Wick,13361451,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,3.64
RP,James Norwood (13361452),James Norwood,13361452,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,4.08
SP,Tim Adleman (13361454),Tim Adleman,13361454,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CIN,0
RP,Jesus Reyes (13361464),Jesus Reyes,13361464,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CIN,0
RP,Tim Collins (13361468),Tim Collins,13361468,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,1.59
RP,Danny Hultzen (13361476),Danny Hultzen,13361476,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,4.65
RP,Allen Webster (13361487),Allen Webster,13361487,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,1.56
RP,Raisel Iglesias (13361494),Raisel Iglesias,13361494,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CIN,3.33
RP,Brandon Kintzler (13361517),Brandon Kintzler,13361517,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,2.66
RP,Kyle Ryan (13361524),Kyle Ryan,13361524,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CHC,2.59
RP,Joel Kuhnel (13361532),Joel Kuhnel,13361532,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CIN,2.24
RP,Ruben Alaniz (13361533),Ruben Alaniz,13361533,P,4000,CIN@CHC 09/16/2019 08:05PM ET,CIN,0.92
2B/3B,Luis Arraez (13360679),Luis Arraez,13360679,2B/3B,4000,CWS@MIN 09/16/2019 07:40PM ET,MIN,7.04
SP,Ryan Burr (13361395),Ryan Burr,13361395,P,4000,CWS@MIN 09/16/2019 07:40PM ET,CWS,3.33
RP,Gabriel Moya (13361405),Gabriel Moya,13361405,P,4000,CWS@MIN 09/16/2019 07:40PM ET,MIN,0
RP,Preston Guilmet (13361408),Preston Guilmet,13361408,P,4000,CWS@MIN 09/16/2019 07:40PM ET,MIN,0
RP,Randall Delgado (13361413),Randall Delgado,13361413,P,4000,CWS@MIN 09/16/2019 07:40PM ET,CWS,0
RP,Zack Weiss (13361414),Zack Weiss,13361414,P,4000,CWS@MIN 09/16/2019 07:40PM ET,MIN,0
RP,Jorge Alcala (13361440),Jorge Alcala,13361440,P,4000,CWS@MIN 09/16/2019 07:40PM ET,MIN,0
RP,Carlos Torres (13361444),Carlos Torres,13361444,P,4000,CWS@MIN 09/16/2019 07:40PM ET,MIN,3.22
RP,Tyler Duffey (13361447),Tyler Duffey,13361447,P,4000,CWS@MIN 09/16/2019 07:40PM ET,MIN,4.08
RP,Taylor Rogers (13361461),Taylor Rogers,13361461,P,4000,CWS@MIN 09/16/2019 07:40PM ET,MIN,4.51
RP,Chris Volstad (13361471),Chris Volstad,13361471,P,4000,CWS@MIN 09/16/2019 07:40PM ET,CWS,0
RP,Donn Roach (13361475),Donn Roach,13361475,P,4000,CWS@MIN 09/16/2019 07:40PM ET,CWS,0
RP,Thyago Vieira (13361482),Thyago Vieira,13361482,P,4000,CWS@MIN 09/16/2019 07:40PM ET,CWS,2.02
RP,Jose Ruiz (13361492),Jose Ruiz,13361492,P,4000,CWS@MIN 09/16/2019 07:40PM ET,CWS,1.78
RP,Jimmy Cordero (13361493),Jimmy Cordero,13361493,P,4000,CWS@MIN 09/16/2019 07:40PM ET,CWS,3.25
RP,Josh Osich (13361500),Josh Osich,13361500,P,4000,CWS@MIN 09/16/2019 07:40PM ET,CWS,2.94
RP,Evan Marshall (13361505),Evan Marshall,13361505,P,4000,CWS@MIN 09/16/2019 07:40PM ET,CWS,2.37
RP,Aaron Bummer (13361510),Aaron Bummer,13361510,P,4000,CWS@MIN 09/16/2019 07:40PM ET,CWS,3.28
RP,Sam Dyson (13361518),Sam Dyson,13361518,P,4000,CWS@MIN 09/16/2019 07:40PM ET,MIN,3.00
RP,Mauricio Cabrera (13361525),Mauricio Cabrera,13361525,P,4000,CWS@MIN 09/16/2019 07:40PM ET,CWS,0
RP,Cody Stashak (13361530),Cody Stashak,13361530,P,4000,CWS@MIN 09/16/2019 07:40PM ET,MIN,3.24
SP,Dylan Covey (13361534),Dylan Covey,13361534,P,4000,CWS@MIN 09/16/2019 07:40PM ET,CWS,2.8
RP,Brusdar Graterol (13361535),Brusdar Graterol,13361535,P,4000,CWS@MIN 09/16/2019 07:40PM ET,MIN,3.01
OF,Trent Grisham (13360673),Trent Grisham,13360673,OF,4000,SD@MIL 09/16/2019 07:40PM ET,MIL,6.05
OF,Ryan Braun (13360676),Ryan Braun,13360676,OF,4000,SD@MIL 09/16/2019 07:40PM ET,MIL,7.02
SP,Trey Wingenter (13361397),Trey Wingenter,13361397,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,3.34
RP,Kyle McGrath (13361415),Kyle McGrath,13361415,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,0
RP,Kazuhisa Makita (13361419),Kazuhisa Makita,13361419,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,0
RP,Eric Stout (13361438),Eric Stout,13361438,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,0
RP,Ryan Bollinger (13361445),Ryan Bollinger,13361445,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,0
RP,Taylor Williams (13361446),Taylor Williams,13361446,P,4000,SD@MIL 09/16/2019 07:40PM ET,MIL,0.94
RP,Kirby Yates (13361456),Kirby Yates,13361456,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,4.80
RP,Aaron Wilkerson (13361465),Aaron Wilkerson,13361465,P,4000,SD@MIL 09/16/2019 07:40PM ET,MIL,1.45
SP,Anderson Espinoza (13361467),Anderson Espinoza,13361467,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,0
RP,Andres Munoz (13361472),Andres Munoz,13361472,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,3.62
RP,Michel Baez (13361478),Michel Baez,13361478,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,3.19
RP,Gerardo Reyes (13361481),Gerardo Reyes,13361481,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,2.76
SP,Junior Guerra (13361486),Junior Guerra,13361486,P,4000,SD@MIL 09/16/2019 07:40PM ET,MIL,3.60
RP,Craig Stammen (13361501),Craig Stammen,13361501,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,3.17
SP,Luis Perdomo (13361513),Luis Perdomo,13361513,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,3.80
RP,Jay Jackson (13361526),Jay Jackson,13361526,P,4000,SD@MIL 09/16/2019 07:40PM ET,MIL,3.83
RP,Matt Albers (13361527),Matt Albers,13361527,P,4000,SD@MIL 09/16/2019 07:40PM ET,MIL,2.48
RP,Devin Williams (13361537),Devin Williams,13361537,P,4000,SD@MIL 09/16/2019 07:40PM ET,MIL,2.14
RP,Eric Yardley (13361538),Eric Yardley,13361538,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,1.31
RP,David Bednar (13361539),David Bednar,13361539,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,3.66
RP,Javy Guerra (13361540),Javy Guerra,13361540,P,4000,SD@MIL 09/16/2019 07:40PM ET,SD,1.09
RP,Alex Claudio (13361544),Alex Claudio,13361544,P,4000,SD@MIL 09/16/2019 07:40PM ET,MIL,1.64
2B,Wilmer Flores (13360666),Wilmer Flores,13360666,2B,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,5.7
1B/OF,Garrett Cooper (13360681),Garrett Cooper,13360681,1B/OF,4000,MIA@ARI 09/16/2019 09:40PM ET,MIA,6.94
RP,R.J. Alvarez (13361409),R.J. Alvarez,13361409,P,4000,MIA@ARI 09/16/2019 09:40PM ET,MIA,0
RP,Artie Lewicki (13361420),Artie Lewicki,13361420,P,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,0
RP,Emilio Vargas (13361422),Emilio Vargas,13361422,P,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,0
RP,Marc Rzepczynski (13361428),Marc Rzepczynski,13361428,P,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,0
RP,Troy Scribner (13361432),Troy Scribner,13361432,P,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,0
RP,Ben Meyer (13361434),Ben Meyer,13361434,P,4000,MIA@ARI 09/16/2019 09:40PM ET,MIA,0
RP,Brian Moran (13361448),Brian Moran,13361448,P,4000,MIA@ARI 09/16/2019 09:40PM ET,MIA,3.12
SP,Daniel Gibson (13361457),Daniel Gibson,13361457,P,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,0
SP,Rubby De La Rosa (13361458),Rubby De La Rosa,13361458,P,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,0
SP,Ricky Nolasco (13361459),Ricky Nolasco,13361459,P,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,0
SP,Nick Green (13361460),Nick Green,13361460,P,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,0
RP,Stefan Crichton (13361470),Stefan Crichton,13361470,P,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,3.19
RP,Ben Lively (13361477),Ben Lively,13361477,P,4000,MIA@ARI 09/16/2019 09:40PM ET,ARI,-3.55
RP,Jeff Brigham (13361483),Jeff Brigham,13361483,P,4000,MIA@ARI 09/16/2019 09:40PM ET,MIA,3.93
RP,Tayron Guerrero (13361488),Tayron Guerrero,13361488,P,4000,MIA@ARI 09/16/2019 09:40PM ET,MIA,1.79
RP,Brett Graves (13361489),Brett Graves,13361489,P,4000,MIA@ARI 09/16/2019 09:40PM ET,MIA,0
RP,Tyler Kinley (13361506),Tyler Kinley,13361506,P,4000,MIA@ARI 09/16/2019 09:40PM ET,MIA,2.42
RP,Jarlin Garcia (13361509),Jarlin Garcia,13361509,P,4000,MIA@ARI 09/16/2019 09:40PM ET,MIA,2.76
